"adm_level","adm0_code","adm0_name","adm1_code","adm1_name","adm2_code","adm2_name","reference_period_start","reference_period_end","id","is_zhai_covered","adm_code","adm_name"
"2","AF","Afghanistan","AF14","Khost","AF1409","Bak","true","","34911","true","AF1409","Bak"
"2","AF","Afghanistan","AF17","Badakhshan","AF1715","Keshem","true","","34983","true","AF1715","Keshem"
"2","AF","Afghanistan","AF12","Paktika","AF1206","Omna","true","","34984","true","AF1206","Omna"
"2","AF","Afghanistan","AF14","Khost","AF1405","Musa Khel","true","","34985","true","AF1405","Musa Khel"
"2","AF","Afghanistan","AF29","Faryab","AF2909","Dawlat Abad","true","","34986","true","AF2909","Dawlat Abad"
"2","AF","Afghanistan","AF01","Kabul","AF0114","Qara Bagh","true","","34987","true","AF0114","Qara Bagh"
"2","AF","Afghanistan","AF31","Badghis","AF3102","Ab Kamari","true","","34988","true","AF3102","Ab Kamari"
"2","AF","Afghanistan","AF32","Hirat","AF3209","Adraskan","true","","34989","true","AF3209","Adraskan"
"1","GH","Ghana","GH01","Ahafo","","","2021-03-08T00:00:00","","1004","true","GH01","Ahafo"
"2","TZ","United Republic of Tanzania","TZ14","Tabora","TZ1403","Uyui","true","","35181","true","TZ1403","Uyui"
"2","TZ","United Republic of Tanzania","TZ04","Tanga","TZ0406","Handeni","true","","35182","true","TZ0406","Handeni"
"2","TZ","United Republic of Tanzania","TZ04","Tanga","TZ0410","Handeni Mji","true","","35183","true","TZ0410","Handeni Mji"
"2","TZ","United Republic of Tanzania","TZ04","Tanga","TZ0407","Kilindi","true","","35184","true","TZ0407","Kilindi"
"2","TZ","United Republic of Tanzania","TZ04","Tanga","TZ0402","Korogwe","true","","35185","true","TZ0402","Korogwe"
"2","TZ","United Republic of Tanzania","TZ04","Tanga","TZ0409","Korogwe Township Authority","true","","35186","true","TZ0409","Korogwe Township Authority"
"2","TZ","United Republic of Tanzania","TZ04","Tanga","TZ0401","Lushoto","true","","35187","true","TZ0401","Lushoto"
"2","TZ","United Republic of Tanzania","TZ04","Tanga","TZ0408","Mkinga","true","","35188","true","TZ0408","Mkinga"
"2","TZ","United Republic of Tanzania","TZ04","Tanga","TZ0403","Muheza","true","","35189","true","TZ0403","Muheza"
"2","TZ","United Republic of Tanzania","TZ04","Tanga","TZ0405","Pangani","true","","35190","true","TZ0405","Pangani"
"2","TZ","United Republic of Tanzania","TZ04","Tanga","TZ0404","Tanga Urban","true","","35191","true","TZ0404","Tanga Urban"
"0","AF","Afghanistan","","","","","true","","34554","true","AF","Afghanistan"
"1","AF","Afghanistan","AF11","Ghazni","","","true","","34555","true","AF11","Ghazni"
"1","AF","Afghanistan","AF34","Nimroz","","","true","","34556","true","AF34","Nimroz"
"1","AF","Afghanistan","AF16","Nuristan","","","true","","34557","true","AF16","Nuristan"
"1","AF","Afghanistan","AF25","Uruzgan","","","true","","34558","true","AF25","Uruzgan"
"1","AF","Afghanistan","AF02","Kapisa","","","true","","34559","true","AF02","Kapisa"
"1","AF","Afghanistan","AF12","Paktika","","","true","","34560","true","AF12","Paktika"
"1","AF","Afghanistan","AF19","Kunduz","","","true","","34561","true","AF19","Kunduz"
"1","AF","Afghanistan","AF30","Hilmand","","","true","","34562","true","AF30","Hilmand"
"1","AF","Afghanistan","AF24","Daykundi","","","true","","34563","true","AF24","Daykundi"
"1","AF","Afghanistan","AF26","Zabul","","","true","","34564","true","AF26","Zabul"
"1","AF","Afghanistan","AF27","Kandahar","","","true","","34565","true","AF27","Kandahar"
"1","AF","Afghanistan","AF29","Faryab","","","true","","34566","true","AF29","Faryab"
"1","AF","Afghanistan","AF08","Panjsher","","","true","","34567","true","AF08","Panjsher"
"1","AF","Afghanistan","AF28","Jawzjan","","","true","","34568","true","AF28","Jawzjan"
"1","AF","Afghanistan","AF10","Bamyan","","","true","","34569","true","AF10","Bamyan"
"1","AF","Afghanistan","AF01","Kabul","","","true","","34570","true","AF01","Kabul"
"1","AF","Afghanistan","AF31","Badghis","","","true","","34571","true","AF31","Badghis"
"1","AF","Afghanistan","AF33","Farah","","","true","","34572","true","AF33","Farah"
"1","AF","Afghanistan","AF13","Paktya","","","true","","34573","true","AF13","Paktya"
"1","AF","Afghanistan","AF22","Sar-e-Pul","","","true","","34574","true","AF22","Sar-e-Pul"
"1","AF","Afghanistan","AF04","Maidan Wardak","","","true","","34575","true","AF04","Maidan Wardak"
"1","AF","Afghanistan","AF21","Balkh","","","true","","34576","true","AF21","Balkh"
"1","AF","Afghanistan","AF18","Takhar","","","true","","34577","true","AF18","Takhar"
"1","AF","Afghanistan","AF07","Laghman","","","true","","34578","true","AF07","Laghman"
"1","AF","Afghanistan","AF20","Samangan","","","true","","34579","true","AF20","Samangan"
"1","AF","Afghanistan","AF05","Logar","","","true","","34580","true","AF05","Logar"
"1","AF","Afghanistan","AF15","Kunar","","","true","","34581","true","AF15","Kunar"
"1","AF","Afghanistan","AF17","Badakhshan","","","true","","34582","true","AF17","Badakhshan"
"1","AF","Afghanistan","AF09","Baghlan","","","true","","34583","true","AF09","Baghlan"
"1","AF","Afghanistan","AF03","Parwan","","","true","","34584","true","AF03","Parwan"
"1","AF","Afghanistan","AF14","Khost","","","true","","34585","true","AF14","Khost"
"1","AF","Afghanistan","AF32","Hirat","","","true","","34586","true","AF32","Hirat"
"1","AF","Afghanistan","AF06","Nangarhar","","","true","","34587","true","AF06","Nangarhar"
"1","AF","Afghanistan","AF23","Ghor","","","true","","34588","true","AF23","Ghor"
"2","AF","Afghanistan","AF17","Badakhshan","AF1705","Khash","true","","34589","true","AF1705","Khash"
"2","AF","Afghanistan","AF20","Samangan","AF2002","Hazrat-e-Sultan","true","","34590","true","AF2002","Hazrat-e-Sultan"
"2","AF","Afghanistan","AF05","Logar","AF0501","Pul-e-Alam","true","","34591","true","AF0501","Pul-e-Alam"
"2","AF","Afghanistan","AF12","Paktika","AF1202","Mata Khan","true","","34592","true","AF1202","Mata Khan"
"2","AF","Afghanistan","AF22","Sar-e-Pul","AF2206","Gosfandi","true","","34593","true","AF2206","Gosfandi"
"2","AF","Afghanistan","AF13","Paktya","AF1310","Chamkani","true","","34594","true","AF1310","Chamkani"
"2","AF","Afghanistan","AF17","Badakhshan","AF1712","Shuhada","true","","34595","true","AF1712","Shuhada"
"2","AF","Afghanistan","AF16","Nuristan","AF1602","Waygal","true","","34596","true","AF1602","Waygal"
"2","AF","Afghanistan","AF21","Balkh","AF2113","Kaldar","true","","34597","true","AF2113","Kaldar"
"2","AF","Afghanistan","AF08","Panjsher","AF0807","Paryan","true","","34598","true","AF0807","Paryan"
"2","AF","Afghanistan","AF28","Jawzjan","AF2804","Mingajik","true","","34599","true","AF2804","Mingajik"
"2","AF","Afghanistan","AF27","Kandahar","AF2709","Ghorak","true","","34600","true","AF2709","Ghorak"
"2","AF","Afghanistan","AF24","Daykundi","AF2402","Shahrestan","true","","34601","true","AF2402","Shahrestan"
"2","AF","Afghanistan","AF21","Balkh","AF2116","Sharak-e-Hayratan","true","","34602","true","AF2116","Sharak-e-Hayratan"
"2","AF","Afghanistan","AF25","Uruzgan","AF2506","Chinarto","true","","34603","true","AF2506","Chinarto"
"2","AF","Afghanistan","AF27","Kandahar","AF2704","Panjwayi","true","","34604","true","AF2704","Panjwayi"
"2","AF","Afghanistan","AF23","Ghor","AF2306","Shahrak","true","","34605","true","AF2306","Shahrak"
"2","AF","Afghanistan","AF33","Farah","AF3309","Lash-e-Juwayn","true","","34606","true","AF3309","Lash-e-Juwayn"
"2","AF","Afghanistan","AF03","Parwan","AF0307","Ghorband","true","","34607","true","AF0307","Ghorband"
"2","AF","Afghanistan","AF29","Faryab","AF2902","Pashtun Kot","true","","34608","true","AF2902","Pashtun Kot"
"2","AF","Afghanistan","AF21","Balkh","AF2105","Marmul","true","","34609","true","AF2105","Marmul"
"2","AF","Afghanistan","AF19","Kunduz","AF1905","Imam Sahib","true","","34610","true","AF1905","Imam Sahib"
"2","AF","Afghanistan","AF14","Khost","AF1411","Spera","true","","34611","true","AF1411","Spera"
"2","AF","Afghanistan","AF32","Hirat","AF3212","Obe","true","","34612","true","AF3212","Obe"
"2","AF","Afghanistan","AF15","Kunar","AF1509","Chawkay","true","","34613","true","AF1509","Chawkay"
"2","AF","Afghanistan","AF01","Kabul","AF0115","Surobi","true","","34614","true","AF0115","Surobi"
"2","AF","Afghanistan","AF30","Hilmand","AF3013","Deh-e-Shu","true","","34615","true","AF3013","Deh-e-Shu"
"2","AF","Afghanistan","AF11","Ghazni","AF1106","Jaghatu","true","","34616","true","AF1106","Jaghatu"
"2","AF","Afghanistan","AF17","Badakhshan","AF1711","Teshkan","true","","34617","true","AF1711","Teshkan"
"2","AF","Afghanistan","AF24","Daykundi","AF2403","Ashtarlay","true","","34618","true","AF2403","Ashtarlay"
"2","AF","Afghanistan","AF23","Ghor","AF2304","Charsadra","true","","34619","true","AF2304","Charsadra"
"2","AF","Afghanistan","AF20","Samangan","AF2001","Aybak","true","","34620","true","AF2001","Aybak"
"2","AF","Afghanistan","AF16","Nuristan","AF1604","Nurgaram","true","","34621","true","AF1604","Nurgaram"
"2","AF","Afghanistan","AF15","Kunar","AF1513","Chapa Dara","true","","34622","true","AF1513","Chapa Dara"
"2","AF","Afghanistan","AF14","Khost","AF1410","Qalandar","true","","34623","true","AF1410","Qalandar"
"2","AF","Afghanistan","AF11","Ghazni","AF1112","Giro","true","","34624","true","AF1112","Giro"
"2","AF","Afghanistan","AF04","Maidan Wardak","AF0403","Jalrez","true","","34625","true","AF0403","Jalrez"
"2","AF","Afghanistan","AF11","Ghazni","AF1104","Waghaz","true","","34626","true","AF1104","Waghaz"
"2","AF","Afghanistan","AF25","Uruzgan","AF2505","Khas Uruzgan","true","","34627","true","AF2505","Khas Uruzgan"
"2","AF","Afghanistan","AF17","Badakhshan","AF1708","Kohistan","true","","34628","true","AF1708","Kohistan"
"2","AF","Afghanistan","AF01","Kabul","AF0108","Mir Bacha Kot","true","","34629","true","AF0108","Mir Bacha Kot"
"2","AF","Afghanistan","AF24","Daykundi","AF2405","Kiti","true","","34630","true","AF2405","Kiti"
"2","AF","Afghanistan","AF02","Kapisa","AF0201","Mahmood-e-Raqi","true","","34631","true","AF0201","Mahmood-e-Raqi"
"2","AF","Afghanistan","AF25","Uruzgan","AF2507","Gizab","true","","34632","true","AF2507","Gizab"
"2","AF","Afghanistan","AF14","Khost","AF1412","Shamal","true","","34633","true","AF1412","Shamal"
"2","AF","Afghanistan","AF13","Paktya","AF1307","Jaji","true","","34634","true","AF1307","Jaji"
"2","AF","Afghanistan","AF06","Nangarhar","AF0602","Behsud","true","","34635","true","AF0602","Behsud"
"2","AF","Afghanistan","AF13","Paktya","AF1308","Lija Ahmad Khel","true","","34636","true","AF1308","Lija Ahmad Khel"
"2","AF","Afghanistan","AF26","Zabul","AF2610","Shamul Zayi","true","","34637","true","AF2610","Shamul Zayi"
"2","AF","Afghanistan","AF06","Nangarhar","AF0617","Muhmand Dara","true","","34638","true","AF0617","Muhmand Dara"
"2","AF","Afghanistan","AF11","Ghazni","AF1113","Ab Band","true","","34639","true","AF1113","Ab Band"
"2","AF","Afghanistan","AF28","Jawzjan","AF2811","Darzab","true","","34640","true","AF2811","Darzab"
"2","AF","Afghanistan","AF32","Hirat","AF3208","Gulran","true","","34641","true","AF3208","Gulran"
"2","AF","Afghanistan","AF18","Takhar","AF1803","Baharak","true","","34642","true","AF1803","Baharak"
"2","AF","Afghanistan","AF27","Kandahar","AF2705","Zheray","true","","34643","true","AF2705","Zheray"
"2","AF","Afghanistan","AF26","Zabul","AF2607","Daychopan","true","","34644","true","AF2607","Daychopan"
"2","AF","Afghanistan","AF15","Kunar","AF1503","Watapur","true","","34645","true","AF1503","Watapur"
"2","AF","Afghanistan","AF11","Ghazni","AF1114","Jaghuri","true","","34646","true","AF1114","Jaghuri"
"2","AF","Afghanistan","AF34","Nimroz","AF3402","Kang","true","","34647","true","AF3402","Kang"
"2","AF","Afghanistan","AF13","Paktya","AF1309","Jani Khel","true","","34648","true","AF1309","Jani Khel"
"2","AF","Afghanistan","AF16","Nuristan","AF1605","Duab","true","","34649","true","AF1605","Duab"
"2","AF","Afghanistan","AF32","Hirat","AF3203","Guzara","true","","34650","true","AF3203","Guzara"
"2","AF","Afghanistan","AF01","Kabul","AF0112","Farza","true","","34651","true","AF0112","Farza"
"2","AF","Afghanistan","AF01","Kabul","AF0106","Shakar Dara","true","","34652","true","AF0106","Shakar Dara"
"2","AF","Afghanistan","AF14","Khost","AF1413","Jaji Maydan","true","","34653","true","AF1413","Jaji Maydan"
"2","AF","Afghanistan","AF06","Nangarhar","AF0621","Hesarak","true","","34654","true","AF0621","Hesarak"
"2","AF","Afghanistan","AF17","Badakhshan","AF1726","Koran Wa Monjan","true","","34655","true","AF1726","Koran Wa Monjan"
"2","AF","Afghanistan","AF24","Daykundi","AF2409","Patoo","true","","34656","true","AF2409","Patoo"
"2","AF","Afghanistan","AF07","Laghman","AF0704","Alingar","true","","34657","true","AF0704","Alingar"
"2","AF","Afghanistan","AF15","Kunar","AF1501","Asad Abad","true","","34658","true","AF1501","Asad Abad"
"2","AF","Afghanistan","AF04","Maidan Wardak","AF0401","Maydan Shahr","true","","34659","true","AF0401","Maydan Shahr"
"2","AF","Afghanistan","AF17","Badakhshan","AF1713","Shahr-e-Buzorg","true","","34660","true","AF1713","Shahr-e-Buzorg"
"2","AF","Afghanistan","AF26","Zabul","AF2604","Mizan","true","","34661","true","AF2604","Mizan"
"2","AF","Afghanistan","AF33","Farah","AF3302","Pushtrod","true","","34662","true","AF3302","Pushtrod"
"2","AF","Afghanistan","AF14","Khost","AF1404","Tani","true","","34663","true","AF1404","Tani"
"2","AF","Afghanistan","AF09","Baghlan","AF0909","Khwaja Hejran","true","","34664","true","AF0909","Khwaja Hejran"
"2","AF","Afghanistan","AF27","Kandahar","AF2713","Miyanshin","true","","34665","true","AF2713","Miyanshin"
"2","AF","Afghanistan","AF12","Paktika","AF1212","Ziruk","true","","34666","true","AF1212","Ziruk"
"2","AF","Afghanistan","AF18","Takhar","AF1813","Warsaj","true","","34667","true","AF1813","Warsaj"
"2","AF","Afghanistan","AF21","Balkh","AF2109","Dawlat Abad","true","","34668","true","AF2109","Dawlat Abad"
"2","AF","Afghanistan","AF18","Takhar","AF1802","Hazar Sumuch","true","","34669","true","AF1802","Hazar Sumuch"
"2","AF","Afghanistan","AF09","Baghlan","AF0914","Guzargah-e-Nur","true","","34670","true","AF0914","Guzargah-e-Nur"
"2","AF","Afghanistan","AF21","Balkh","AF2101","Mazar-e-Sharif","true","","34671","true","AF2101","Mazar-e-Sharif"
"2","AF","Afghanistan","AF18","Takhar","AF1801","Taloqan","true","","34672","true","AF1801","Taloqan"
"2","AF","Afghanistan","AF16","Nuristan","AF1603","Wama","true","","34673","true","AF1603","Wama"
"2","AF","Afghanistan","AF17","Badakhshan","AF1710","Jorm","true","","34674","true","AF1710","Jorm"
"2","AF","Afghanistan","AF02","Kapisa","AF0203","Koh Band","true","","34675","true","AF0203","Koh Band"
"2","AF","Afghanistan","AF01","Kabul","AF0105","Deh Sabz","true","","34676","true","AF0105","Deh Sabz"
"2","AF","Afghanistan","AF33","Farah","AF3304","Qala-e-Kah","true","","34677","true","AF3304","Qala-e-Kah"
"2","AF","Afghanistan","AF25","Uruzgan","AF2503","Chora","true","","34678","true","AF2503","Chora"
"2","AF","Afghanistan","AF07","Laghman","AF0701","Mehtarlam","true","","34679","true","AF0701","Mehtarlam"
"2","AF","Afghanistan","AF29","Faryab","AF2912","Qurghan","true","","34680","true","AF2912","Qurghan"
"2","AF","Afghanistan","AF18","Takhar","AF1804","Bangi","true","","34681","true","AF1804","Bangi"
"2","AF","Afghanistan","AF03","Parwan","AF0308","Koh-e-Safi","true","","34682","true","AF0308","Koh-e-Safi"
"2","AF","Afghanistan","AF17","Badakhshan","AF1718","Yamgan","true","","34683","true","AF1718","Yamgan"
"2","AF","Afghanistan","AF16","Nuristan","AF1606","Kamdesh","true","","34684","true","AF1606","Kamdesh"
"2","AF","Afghanistan","AF31","Badghis","AF3105","Bala Murghab","true","","34685","true","AF3105","Bala Murghab"
"2","AF","Afghanistan","AF12","Paktika","AF1213","Nika","true","","34686","true","AF1213","Nika"
"2","AF","Afghanistan","AF06","Nangarhar","AF0606","Kuz Kunar","true","","34687","true","AF0606","Kuz Kunar"
"2","AF","Afghanistan","AF04","Maidan Wardak","AF0406","Daymirdad","true","","34688","true","AF0406","Daymirdad"
"2","AF","Afghanistan","AF11","Ghazni","AF1101","Ghazni","true","","34689","true","AF1101","Ghazni"
"2","AF","Afghanistan","AF12","Paktika","AF1214","Barmal","true","","34690","true","AF1214","Barmal"
"2","AF","Afghanistan","AF07","Laghman","AF0705","Dawlatshah","true","","34691","true","AF0705","Dawlatshah"
"2","AF","Afghanistan","AF17","Badakhshan","AF1725","Zebak","true","","34692","true","AF1725","Zebak"
"2","AF","Afghanistan","AF29","Faryab","AF2911","Qaram Qul","true","","34693","true","AF2911","Qaram Qul"
"2","AF","Afghanistan","AF06","Nangarhar","AF0620","Nazyan","true","","34694","true","AF0620","Nazyan"
"2","AF","Afghanistan","AF13","Paktya","AF1304","Shawak","true","","34695","true","AF1304","Shawak"
"2","AF","Afghanistan","AF03","Parwan","AF0306","Salang","true","","34696","true","AF0306","Salang"
"2","AF","Afghanistan","AF07","Laghman","AF0703","Alishang","true","","34697","true","AF0703","Alishang"
"2","AF","Afghanistan","AF07","Laghman","AF0702","Qarghayi","true","","34698","true","AF0702","Qarghayi"
"2","AF","Afghanistan","AF30","Hilmand","AF3012","Baghran","true","","34699","true","AF3012","Baghran"
"2","AF","Afghanistan","AF32","Hirat","AF3201","Hirat","true","","34700","true","AF3201","Hirat"
"2","AF","Afghanistan","AF12","Paktika","AF1219","Turwo","true","","34701","true","AF1219","Turwo"
"2","AF","Afghanistan","AF33","Farah","AF3307","Anar Dara","true","","34702","true","AF3307","Anar Dara"
"2","AF","Afghanistan","AF26","Zabul","AF2611","Kakar","true","","34703","true","AF2611","Kakar"
"2","AF","Afghanistan","AF02","Kapisa","AF0205","Nijrab","true","","34704","true","AF0205","Nijrab"
"2","AF","Afghanistan","AF33","Farah","AF3308","Bakwa","true","","34705","true","AF3308","Bakwa"
"2","AF","Afghanistan","AF04","Maidan Wardak","AF0408","Jaghatu","true","","34706","true","AF0408","Jaghatu"
"2","AF","Afghanistan","AF33","Farah","AF3306","Bala Buluk","true","","34707","true","AF3306","Bala Buluk"
"2","AF","Afghanistan","AF01","Kabul","AF0107","Musahi","true","","34708","true","AF0107","Musahi"
"2","AF","Afghanistan","AF24","Daykundi","AF2406","Miramor","true","","34709","true","AF2406","Miramor"
"2","AF","Afghanistan","AF21","Balkh","AF2115","Zari","true","","34710","true","AF2115","Zari"
"2","AF","Afghanistan","AF01","Kabul","AF0109","Khak-e-Jabbar","true","","34711","true","AF0109","Khak-e-Jabbar"
"2","AF","Afghanistan","AF18","Takhar","AF1805","Chal","true","","34712","true","AF1805","Chal"
"2","AF","Afghanistan","AF11","Ghazni","AF1102","Wal-e-Muhammad-e-Shahid","true","","34713","true","AF1102","Wal-e-Muhammad-e-Shahid"
"2","AF","Afghanistan","AF15","Kunar","AF1514","Nurgal","true","","34714","true","AF1514","Nurgal"
"2","AF","Afghanistan","AF06","Nangarhar","AF0604","Chaparhar","true","","34715","true","AF0604","Chaparhar"
"2","AF","Afghanistan","AF13","Paktya","AF1305","Zadran","true","","34716","true","AF1305","Zadran"
"2","AF","Afghanistan","AF06","Nangarhar","AF0607","Rodat","true","","34717","true","AF0607","Rodat"
"2","AF","Afghanistan","AF29","Faryab","AF2908","Garzewan","true","","34718","true","AF2908","Garzewan"
"2","AF","Afghanistan","AF29","Faryab","AF2904","Almar","true","","34719","true","AF2904","Almar"
"2","AF","Afghanistan","AF13","Paktya","AF1302","Ahmadaba","true","","34720","true","AF1302","Ahmadaba"
"2","AF","Afghanistan","AF08","Panjsher","AF0802","Rukha","true","","34721","true","AF0802","Rukha"
"2","AF","Afghanistan","AF34","Nimroz","AF3404","Char Burjak","true","","34722","true","AF3404","Char Burjak"
"2","AF","Afghanistan","AF12","Paktika","AF1211","Urgun","true","","34723","true","AF1211","Urgun"
"2","AF","Afghanistan","AF28","Jawzjan","AF2806","Khamyab","true","","34724","true","AF2806","Khamyab"
"2","AF","Afghanistan","AF17","Badakhshan","AF1709","Yawan","true","","34725","true","AF1709","Yawan"
"2","AF","Afghanistan","AF18","Takhar","AF1808","Farkhar","true","","34726","true","AF1808","Farkhar"
"2","AF","Afghanistan","AF19","Kunduz","AF1903","Ali Abad","true","","34727","true","AF1903","Ali Abad"
"2","AF","Afghanistan","AF30","Hilmand","AF3008","Sangin","true","","34728","true","AF3008","Sangin"
"2","AF","Afghanistan","AF06","Nangarhar","AF0609","Bati Kot","true","","34729","true","AF0609","Bati Kot"
"2","AF","Afghanistan","AF33","Farah","AF3301","Farah","true","","34730","true","AF3301","Farah"
"2","AF","Afghanistan","AF11","Ghazni","AF1105","Deh Yak","true","","34731","true","AF1105","Deh Yak"
"2","AF","Afghanistan","AF33","Farah","AF3305","Shibkoh","true","","34732","true","AF3305","Shibkoh"
"2","AF","Afghanistan","AF13","Paktya","AF1303","Zurmat","true","","34733","true","AF1303","Zurmat"
"2","AF","Afghanistan","AF12","Paktika","AF1204","Yahya Khel","true","","34734","true","AF1204","Yahya Khel"
"2","AF","Afghanistan","AF31","Badghis","AF3106","Jawand","true","","34735","true","AF3106","Jawand"
"2","AF","Afghanistan","AF17","Badakhshan","AF1716","Warduj","true","","34736","true","AF1716","Warduj"
"2","AF","Afghanistan","AF33","Farah","AF3311","Pur Chaman","true","","34737","true","AF3311","Pur Chaman"
"2","AF","Afghanistan","AF06","Nangarhar","AF0613","Kot","true","","34738","true","AF0613","Kot"
"2","AF","Afghanistan","AF27","Kandahar","AF2714","Shorabak","true","","34739","true","AF2714","Shorabak"
"2","AF","Afghanistan","AF03","Parwan","AF0309","Surkh-e-Parsa","true","","34740","true","AF0309","Surkh-e-Parsa"
"2","AF","Afghanistan","AF03","Parwan","AF0305","Jabal Saraj","true","","34741","true","AF0305","Jabal Saraj"
"2","AF","Afghanistan","AF12","Paktika","AF1208","Gomal","true","","34742","true","AF1208","Gomal"
"2","AF","Afghanistan","AF13","Paktya","AF1311","Dand Wa Patan","true","","34743","true","AF1311","Dand Wa Patan"
"2","AF","Afghanistan","AF23","Ghor","AF2302","DoLayna","true","","34744","true","AF2302","DoLayna"
"2","AF","Afghanistan","AF11","Ghazni","AF1109","Rashidan","true","","34745","true","AF1109","Rashidan"
"2","AF","Afghanistan","AF08","Panjsher","AF0803","Dara","true","","34746","true","AF0803","Dara"
"2","AF","Afghanistan","AF11","Ghazni","AF1116","Malistan","true","","34747","true","AF1116","Malistan"
"2","AF","Afghanistan","AF30","Hilmand","AF3006","Garmser","true","","34748","true","AF3006","Garmser"
"2","AF","Afghanistan","AF01","Kabul","AF0104","Bagrami","true","","34749","true","AF0104","Bagrami"
"2","AF","Afghanistan","AF11","Ghazni","AF1115","Muqur","true","","34750","true","AF1115","Muqur"
"2","AF","Afghanistan","AF23","Ghor","AF2309","Tolak","true","","34751","true","AF2309","Tolak"
"2","AF","Afghanistan","AF30","Hilmand","AF3004","Nahr-e-Saraj","true","","34752","true","AF3004","Nahr-e-Saraj"
"2","AF","Afghanistan","AF01","Kabul","AF0101","Kabul","true","","34753","true","AF0101","Kabul"
"2","AF","Afghanistan","AF20","Samangan","AF2005","Ruy-e-Duab","true","","34754","true","AF2005","Ruy-e-Duab"
"2","AF","Afghanistan","AF30","Hilmand","AF3003","Nawa-e-Barakzaiy","true","","34755","true","AF3003","Nawa-e-Barakzaiy"
"2","AF","Afghanistan","AF06","Nangarhar","AF0619","Sherzad","true","","34756","true","AF0619","Sherzad"
"2","AF","Afghanistan","AF06","Nangarhar","AF0615","Achin","true","","34757","true","AF0615","Achin"
"2","AF","Afghanistan","AF23","Ghor","AF2307","Lal Wa Sarjangal","true","","34758","true","AF2307","Lal Wa Sarjangal"
"2","AF","Afghanistan","AF21","Balkh","AF2103","Dehdadi","true","","34759","true","AF2103","Dehdadi"
"2","AF","Afghanistan","AF02","Kapisa","AF0206","Tagab","true","","34760","true","AF0206","Tagab"
"2","AF","Afghanistan","AF21","Balkh","AF2111","Char Bolak","true","","34761","true","AF2111","Char Bolak"
"2","AF","Afghanistan","AF30","Hilmand","AF3001","Lashkargah","true","","34762","true","AF3001","Lashkargah"
"2","AF","Afghanistan","AF18","Takhar","AF1806","Namak Ab","true","","34763","true","AF1806","Namak Ab"
"2","AF","Afghanistan","AF09","Baghlan","AF0913","Khost Wa Fereng","true","","34764","true","AF0913","Khost Wa Fereng"
"2","AF","Afghanistan","AF06","Nangarhar","AF0618","Lalpur","true","","34765","true","AF0618","Lalpur"
"2","AF","Afghanistan","AF06","Nangarhar","AF0608","Khogyani","true","","34766","true","AF0608","Khogyani"
"2","AF","Afghanistan","AF12","Paktika","AF1209","Jani Khel","true","","34767","true","AF1209","Jani Khel"
"2","AF","Afghanistan","AF28","Jawzjan","AF2805","Qush Tepa","true","","34768","true","AF2805","Qush Tepa"
"2","AF","Afghanistan","AF29","Faryab","AF2903","Khwaja Sabz Posh","true","","34769","true","AF2903","Khwaja Sabz Posh"
"2","AF","Afghanistan","AF15","Kunar","AF1511","Ghazi Abad","true","","34770","true","AF1511","Ghazi Abad"
"2","AF","Afghanistan","AF27","Kandahar","AF2711","Spin Boldak","true","","34771","true","AF2711","Spin Boldak"
"2","AF","Afghanistan","AF15","Kunar","AF1510","Khas Kunar","true","","34772","true","AF1510","Khas Kunar"
"2","AF","Afghanistan","AF18","Takhar","AF1816","Chahab","true","","34773","true","AF1816","Chahab"
"2","AF","Afghanistan","AF24","Daykundi","AF2401","Nili","true","","34774","true","AF2401","Nili"
"2","AF","Afghanistan","AF19","Kunduz","AF1904","Khan Abad","true","","34775","true","AF1904","Khan Abad"
"2","AF","Afghanistan","AF12","Paktika","AF1210","Surobi","true","","34776","true","AF1210","Surobi"
"2","AF","Afghanistan","AF32","Hirat","AF3210","Kushk-e-Kuhna","true","","34777","true","AF3210","Kushk-e-Kuhna"
"2","AF","Afghanistan","AF27","Kandahar","AF2703","Daman","true","","34778","true","AF2703","Daman"
"2","AF","Afghanistan","AF32","Hirat","AF3206","Pashtun Zarghun","true","","34779","true","AF3206","Pashtun Zarghun"
"2","AF","Afghanistan","AF20","Samangan","AF2006","Dara-e-Suf-e-Payin","true","","34780","true","AF2006","Dara-e-Suf-e-Payin"
"2","AF","Afghanistan","AF17","Badakhshan","AF1706","Baharak","true","","34781","true","AF1706","Baharak"
"2","AF","Afghanistan","AF09","Baghlan","AF0907","Andarab","true","","34782","true","AF0907","Andarab"
"2","AF","Afghanistan","AF12","Paktika","AF1205","Sar Rawzah","true","","34783","true","AF1205","Sar Rawzah"
"2","AF","Afghanistan","AF25","Uruzgan","AF2504","Shahid-e-Hassas","true","","34784","true","AF2504","Shahid-e-Hassas"
"2","AF","Afghanistan","AF06","Nangarhar","AF0610","Deh Bala","true","","34785","true","AF0610","Deh Bala"
"2","AF","Afghanistan","AF13","Paktya","AF1301","Gardez","true","","34786","true","AF1301","Gardez"
"2","AF","Afghanistan","AF27","Kandahar","AF2706","Shah Wali Kot","true","","34787","true","AF2706","Shah Wali Kot"
"2","AF","Afghanistan","AF21","Balkh","AF2104","Charkent","true","","34788","true","AF2104","Charkent"
"2","AF","Afghanistan","AF17","Badakhshan","AF1721","Kofab","true","","34789","true","AF1721","Kofab"
"2","AF","Afghanistan","AF29","Faryab","AF2901","Maymana","true","","34790","true","AF2901","Maymana"
